DrugBank ID,CAS Number,Drug Groups,InChIKey,SMILES,Formula,KEGG Compound ID,KEGG Drug ID,PubChem Compound ID,PubChem Substance ID,ChEBI ID,ChEMBL ID,HET ID,ChemSpider ID,BindingDB ID
DB02793,22642-82-6,experimental,NTGWPRCCOQCMGE-YUMQZZPRSA-L,[H][C@]1(O)C(=CC=C[C@]1([H])OC(=C)C([O-])=O)C([O-])=O,C10H8O6,C00885,,5460580,46508723,29780,,ISC,4574080,
DB02794,,experimental,QZUCAWXKEZPFBV-PRICPSHJSA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(C=C1)[C@](O)(CNCC(O)=N[C@]1([H])O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@@]1([H])O)CC1=CC2=C(NC(=N)N=C2O)C=C1)C(O)=O,C30H37N6O15P,,,446514,46508046,,,138,393847,
DB02795,100-09-4,experimental,ZEYHEAKUIGZSGI-UHFFFAOYSA-N,COC1=CC=C(C=C1)C(O)=O,C8H8O3,C02519,,7478,46506515,40813,CHEMBL21932,ANN,10181338,243072
DB02796,89458-19-5,experimental,WKDMPDYUJKSXBW-KBHCAIDQSA-N,[H][C@]1(CO)O[C@@]([H])(C2=CNC3=C2N=CN=C3O)[C@]([H])(O)[C@]1([H])O,C11H13N3O5,,,122671,46507972,,,9DI,109370,
DB02797,13331-27-6,experimental,ZNRGSYUVFVNSAW-UHFFFAOYSA-N,OB(O)C1=CC=CC(=C1)[N+]([O-])=O,C6H6BNO4,,,1677,46507867,,CHEMBL20945,NPB,1614,50067887
DB02798,,experimental,PXSSQXBLDTZHLF-IOSLPCCCSA-N,[H][C@]1(COP(C)(O)=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,C11H16N5O6P,,,445093,46505912,,,ABM,392835,
DB02799,,experimental,OJBZDUMTXGGVSP-KTKRTIGZSA-N,CCN(CC)C1=CC2=C(C=C1)C=C(C(=O)N\C=C/N1C(=O)CCC1=O)C(=O)O2,C20H21N3O5,,,5288792,46507612,,,MDC,4450884,
DB02800,,experimental,IIEPLRAFVCMHQF-STQMWFEESA-N,[H][C@@](CCC(O)=O)(NC(=O)C1=CC=C(NC[C@@]2([H])C=NC3=C(N2CO)C(O)=NC(=N)N3)C=C1)C(O)=O,C20H23N7O7,,,6323516,46505894,45981,,THF,4883457,
DB02801,,experimental,VTEDVYGIJPLVFF-XAHCXIQSSA-N,[H][C@@]1(O)C[C@@](O)(C=C[C@@]1([H])O)C(O)=O,C7H10O5,,,445905,46507408,,CHEMBL190265,FA1,393399,50170812
DB02802,,experimental,BYSXBFJVGIOFBO-LNSPPBFMSA-N,[H][C@]1(CO)O[C@]([H])(OC2=CC(=CC(=C2)N(=O)=O)C(O)=N)[C@]([H])(O)[C@@]([H])(O)[C@@]1([H])O,C13H16N2O9,,,446958,46508310,,,FNG,394180,
DB02803,,experimental,JHWQMXKQJVAWKI-VIFPVBQESA-N,OC[C@@H](O)CC1=CC=CC=C1,C9H12O2,,,446127,46505837,,,,393565,
DB02804,,experimental,PMBZSBGCSQGJAQ-GRKNLSHJSA-N,[H][C@@]1(O)CN(CC2=CC=CC=C2)N(CC2=CC(OC)=C(O)C=C2)C(=O)N(CC2=CC(OC)=C(O)C=C2)[C@]1([H])CC1=CC=CC=C1,C34H37N3O6,,,447923,46507242,,CHEMBL443030,A88,394879,194
DB02805,,experimental,FOGRQMPFHUHIGU-PXBUCIJWSA-N,[H][C@]1(CO)O[C@@]([H])(N2C=CC(O)=NC2=O)[C@@]([H])(O)[C@]1([H])OP(O)(O)=O,C9H13N2O9P,,,6915836,46505978,,CHEMBL460901,UA3,5291649,50292724
DB02806,109-86-4,experimental,XNWFRZJHXBZDAG-UHFFFAOYSA-N,COCCO,C3H8O2,,,8019,46505885,46790,CHEMBL444144,MXE,7728,
DB02807,,experimental,YGMNHEPVTNXLLS-MROZADKFSA-N,[H][C@](O)(C[C@@]([H])(O)[C@]([H])(O)CO)C(O)=O,C6H12O6,,,5289313,46508069,,,RSH,4451304,
DB02808,,experimental,PXLMLAFPAPGGKK-GVCYOOEQSA-N,CC(C)=CCC\C(C)=C\CC\C(=C\CO[P@@](=O)(O)OP(O)(O)=O)C(F)(F)F,C15H25F3O7P2,,,449547,46504774,,,FFF,396042,
DB02809,,experimental,SZAVCZNFKJSWRN-LBPRGKRZSA-M,COC1=CC(CC2=C[NH+]=C(N)N=C2N)=CC(OCCC[C@@H](CCC([O-])=O)C([O-])=O)=C1Br,C20H24BrN4O6,,,5287754,46507558,,,BDM,4450057,
DB02810,26239-55-4,experimental,QZTKDVCDBIDYMD-UHFFFAOYSA-N,NC(=O)CN(CC(O)=O)CC(O)=O,C6H10N2O5,,,117765,46505907,43960,,MHA,105243,
DB02811,,experimental,MJUJXFBTEFXVKU-UHFFFAOYSA-N,CCOP(=O)OCC,C4H11O3P,,,6327654,46506603,41962,,DEP,10449261,
DB02812,,experimental,VXDAVYUFYPFGDX-SNPRPXQTSA-N,[H][C@@](CCCNC(N)=N)(N=C(O)[C@]1([H])C[C@@]([H])(O)CN1C(C)=O)C(=O)C1=NC2=CC=CC=C2S1,C20H26N6O4S,,,5287596,46509114,,CHEMBL256892,ABB,4449928,50228764
DB02813,19026-22-3,experimental,NELQYZRSPDCGRQ-DBRKOABJSA-N,CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1=O,C8H13NO6,,,87901,46505263,,,GDL,79304,
DB02814,,experimental,NWZZJKMZTWGIFE-UHFFFAOYSA-N,CC1=C(CCO[P@](O)(=O)O[P@](O)([O-])=O)SC=[N+]1CC1=C(N)C=C(C)N=C1,C13H19N3O7P2S,,,5180213,46508102,,,N3T,4352370,
DB02816,,experimental,BCPHJDLBOJMWOD-VIFPVBQESA-N,[H][C@@]1(SC=C(NC=C1C=O)C(O)=O)C1=CN(C)N=N1,C10H10N4O3S,,,5288206,46504939,,,FDT,4450415,
DB02817,,experimental,DJQYBVLXBVJHMU-PJKMHFRUSA-N,[H][C@@]1(O)C[C@@]2(C)C(=O)C[C@]1([H])C2(C)C,C10H16O2,C03448,,447414,46504596,15398,,CAH,394528,
DB02818,,experimental,AXXYLTBQIQBTES-BYPYZUCNSA-N,N[C@@H](CN1C=C(I)C(=O)NC1=O)C(O)=O,C7H8IN3O4,,,447196,46506600,,CHEMBL121915,IWD,394358,50060627
DB02819,,experimental,HGUDFQQPANTQEU-LPWJVIDDSA-N,[H][C@]1(COP(O)(O)=O)O[C@]([H])(N2C=NC3=C2C=CC(C)=C3)[C@]([H])(O)[C@]1([H])O,C13H17N2O7P,,,446491,46504685,,,RMB,393826,
DB02820,,experimental,XHBACRZQFHLVAV-LFFSAXSQSA-L,[H][C@@](N1C=NC2=NN(C=C2C1=S)[C@@]1([H])C=CN(C=C1C([O-])=N)[C@]1([H])O[C@]([H])(COP([O-])(=O)OP(O)(=O)OC[C@@]2([H])O[C@@]([H])(N3C=NC4=C(N)N=CN=C34)[C@]([H])([O-])[C@]2([H])[O-])[C@@]([H])(O)[C@@]1([H])O)(C(=O)N1CCCCCC1)C1=CC=CC=C1,C40H44N12O15P2S,,,131704220,46505535,,,TDT,4451421,
DB02821,496-93-5,experimental,FQPGMQABJNQLLF-VKHMYHEASA-N,NOCC[C@H](N)C(O)=O,C4H10N2O3,C08270,,441443,46506663,,CHEMBL1231652,CAN,390176,
DB02822,873-75-6,experimental,VEDDBHYQWFOITD-UHFFFAOYSA-N,OCC1=CC=C(Br)C=C1,C7H7BrO,,,70119,46507455,,CHEMBL184410,BRB,63307,50150787
DB02823,4408-78-0,experimental,XUYJLQHKOGNDPB-UHFFFAOYSA-N,OC(=O)CP(O)(O)=O,C2H5O5P,C05682,,546,46506487,15732,CHEMBL50300,PAE,531,50008089
DB02824,,experimental,FEVQWBMNLWUBTF-UHFFFAOYSA-N,CC1=NC=C(COP(O)(O)=O)C(CNCC(O)=O)=C1O,C10H15N2O7P,,,445062,46507957,,,PLG,392809,
DB02825,,experimental,BCDIWLCKOCHCIH-UHFFFAOYSA-M,CP([O-])=O,CH4O2P,,,6369389,46507849,,,VXA,10613231,
DB02827,,experimental,MDYIGSPVMWSFEZ-JTQLQIEISA-N,[H][C@@]1(COC2=NS(=O)(=O)C3=C2C=CC=C3)OCCC2=C1SC(NC(=O)C(O)=O)=C2C(O)=O,C18H14N2O9S2,,,446871,46504664,,CHEMBL577144,DBD,394114,50299461
DB02828,76385-49-4,experimental,MBVLGMJBSFUHKW-UHFFFAOYSA-N,OC(=O)CCC(=O)CF,C5H7FO3,,,131153,46505217,,,LAF,115948,82192
DB02829,,experimental,FJGXEWVOOHZQDN-UHFFFAOYSA-O,CC(=O)NC1=CC=C(C=C1NC(=O)C[NH3+])C(O)=O,C11H14N3O4,,,446325,46506573,,,ST6,393714,50032859
DB02830,,experimental,KCCUBLLGAMGDJL-HXUWFJFHSA-N,[H][C@](CO)(CCN1C=CC2=C1C=C(NC(=O)NCC1=CC=CC=C1)C=C2)N1C=NC(=C1)C(N)=O,C24H26N6O3,,,447546,46504522,,CHEMBL125386,FR9,394602,22937
DB02831,29505-79-1,experimental,NBIIXXVUZAFLBC-UHFFFAOYSA-M,[H]OP([O-])(=O)O[H],H2O4P,,,1003,46507047,39745,,2HP,978,50155534
DB02832,52553-42-1,experimental,PGYXHNRRBJLFEV-NBUGCWMUSA-N,C[C@@]1(CC(O)=O)C2=CC3=C(CC(O)=O)C(CCC(O)=O)=C4C=C5N6C(=CC7=C(CCC(O)=O)[C@](C)(CC(O)=O)C8=CC(N2[Fe@]6(N34)N78)=C1CCC(O)=O)C(CC(O)=O)=C5CCC(O)=O,C42H42FeN4O16,C00748,,11968291,46507092,28599,,SRM,26328986,
DB02833,,experimental,DYTKVFHLKPDNRW-UHFFFAOYSA-N,CC1=C(SC(N)=N1)C1=NC(NC2=CC=CC(=C2)[N+]([O-])=O)=NC=C1,C14H12N6O2S,,,447961,46507897,,CHEMBL298445,CK7,394906,8061
DB02834,,experimental,ZCAGEXZTORJQDZ-UHFFFAOYSA-N,OC(=O)COC1=CC(F)=CC=C1C(=O)NCC1=NC2=C(S1)C(F)=CC(F)=C2F,C17H10F4N2O4S,,,448658,46508624,,CHEMBL399598,ID5,395390,50222611
DB02835,10139-18-1,experimental,RWHOZGRAXYWRNX-VFUOTHLCSA-N,O[C@H]1[C@H](O)[C@@H](COP(O)(O)=O)O[C@H](OP(O)(O)=O)[C@@H]1O,C6H14O12P2,C01231,,82400,46504846,18148,,G16,74362,
DB02836,,experimental,NGYWTCOGOZELRS-UUOKFMHZSA-N,[H][C@]1(COP(O)(=O)OP(O)(O)=O)O[C@@]([H])(N2C=NC3=C2NC(=N)N=C3O)[C@]2([H])OP(O)(=O)O[C@]12[H],C10H14N5O13P3,,,444825,46508518,,,GPX,392639,
DB02837,,experimental,LOTQRUGOUKUSEY-DGPNFKTASA-N,[H][C@@]1(O)O[C@]([H])(CO)[C@]([H])(OS(O)(=O)=O)[C@]([H])(O)[C@@]1([H])O,C6H12O9S,,,446807,46507802,,,G4S,394065,
DB02838,,experimental,RHTAIKJZSXNELN-UHFFFAOYSA-N,[O-]C(=O)C1=[NH+]CCC1,C5H7NO2,C03564,,440046,46504530,39785,CHEMBL18591,2PC,389057,
DB02839,89-86-1,experimental,UIAFKZKHHVMJGS-UHFFFAOYSA-N,OC(=O)C1=CC=C(O)C=C1O,C7H6O4,,,1491,46506634,,CHEMBL328910,DOB,1446,74208
DB02840,,experimental,LCTWZJKHOGKNMX-UHFFFAOYSA-N,CCC1=C(O)C=C(O)C(=C1)C1=NNC(C(O)=O)=C1C1=CC=C2OCOC2=C1,C19H16N2O6,,,5326934,46509084,,CHEMBL178130,4BC,13007150,50161650
DB02841,,experimental,VGXJNGVFESCMME-UHFFFAOYSA-N,CCOC1=C(C(=O)NCB(O)O)C2=C(C=CC=C2)C=C1,C14H16BNO4,,,5288987,46508531,,CHEMBL1234635,NBF,4451044,39812
DB02842,,experimental,VNWAULKXOPRJEL-UHFFFAOYSA-N,CN(C)CCCNC(=O)C1=CC=CC2=C(N)C3=C(C=CC=C3)N=C12,C19H22N4O,,,150238,46505229,,CHEMBL287038,7AD,132441,50004358
DB02843,59-56-3,experimental,HXXFSFRBOHSIMQ-VFUOTHLCSA-N,OC[C@H]1O[C@H](OP(O)(O)=O)[C@H](O)[C@@H](O)[C@@H]1O,C6H13O9P,C00103,,65533,46504861,29042,,G1P,58977,23188
DB02844,76426-40-9,experimental,SUUGLGYBZXSJAA-SCFUHWHPSA-N,[H][C@]1(CSC(CCCCCN)=CCN)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,C18H29N7O3S,,,49866597,46508172,,,AAT,26326053,50095450
DB02845,4206-94-4,experimental,BCDIWLCKOCHCIH-UHFFFAOYSA-N,CP(O)=O,CH5O2P,,,6369390,46508696,,,,10450135,
DB02846,2756-91-4,experimental,DZLNHFMRPBPULJ-VKHMYHEASA-N,[H][C@]1(CSCN1)C(O)=O,C4H7NO2S,,,93176,46508931,45171,CHEMBL1235440,PRS,84120,50357232
DB02847,,experimental,CNLUNMTZBAHKFI-UHNVWZDZSA-N,[H][C@](C)(O)[C@@](C)(O)CN,C5H13NO2,,,445278,46504694,,,TSI,392962,
DB02848,,experimental,ZJESXGUODSBHSK-UHFFFAOYSA-N,CCOC1=C(OCC)C=C2C(NC3=CC=CC(=C3)C3=CSC(CO)=N3)=NC=NC2=C1,C22H22N4O3S,,,5740,46505789,,CHEMBL123678,PFE,5538,50117957
DB02849,,experimental,ZMHRUAWWUAOOQN-UHFFFAOYSA-N,CC1=NC=C(COP(O)(O)=O)C(CNC2(CC2)C(O)=O)=C1O,C12H17N2O7P,,,4324,46507390,,,5PA,4172,
DB02850,,experimental,AVFXBZIGDFPGBY-UHFFFAOYSA-N,COC1=CC=C(C=C1)C1=C(C=CC(C(=O)C2=C(O)N(N=C2)C(C)(C)C)=C1C)S(C)(=O)=O,C23H26N2O5S,,,5326813,46508138,40290,CHEMBL1230604,869,13578325,
DB02851,7519-74-6,experimental,AAADKYXUTOBAGS-XCBNKYQSSA-N,[H][C@@]12CC[C@@](C)(C(=S)C1)C2(C)C,C10H16S,,,1714210,46506547,,,TCM,1363040,
DB02852,14277-97-5,experimental,VZFRNCSOCOPNDB-AOKDLOFSSA-N,[H]\C(\C(\[H])=C(\C)[C@@]1([H])CN[C@]([H])(C(O)=O)[C@@]1([H])CC(O)=O)=C(\[H])[C@@]([H])(C)C(O)=O,C15H21NO6,C13732,,5282253,46505755,34727,CHEMBL1232313,DOQ,4445428,
DB02853,344-25-2,experimental,ONIBWKKTOPOVIA-SCSAIBSYSA-N,OC(=O)[C@H]1CCCN1,C5H9NO2,C00763,,8988,46504839,16313,CHEMBL80257,DPR,8640,50357224
DB02854,53-42-9,experimental,QGXBDMJGAMFCBF-BNSUEQOYSA-N,[H][C@@]12CCC(=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@]2([H])C[C@]([H])(O)CC[C@]12C,C19H30O2,C04373,,5880,46507911,28195,CHEMBL85799,AE2,5669,50191348
DB02855,134448-10-5,experimental,UDNIFTKCMDIXFC-ABHRYQDASA-N,[H][C@](O)(CC(=O)N[C@]([H])(C(=O)N1CCC[C@@]1([H])C(O)=O)[C@@]([H])(C)CC)C(=O)NCCC,C18H31N3O6,,,5287408,46507264,,,74,4449798,
DB02856,,experimental,SURZCVYFPAXNGN-UHFFFAOYSA-N,CCOC(=O)NC,C4H9NO2,,,7752,46505761,,CHEMBL1232511,EMB,7466,
DB02857,118-00-3,experimental; investigational,NYHBQMYGNKIUIF-UUOKFMHZSA-N,NC1=NC2=C(N=CN2[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)C(=O)N1,C10H13N5O5,C00387,,6802,46505099,16750,CHEMBL375655,GMP,6544,50366814
DB02858,,experimental,YZOKHYPIQNIFRQ-UHFFFAOYSA-N,OB(O)C1=CC(NS(=O)(=O)C2=CC(=CS2)S(=O)(=O)C2=CC=CC=C2)=CC=C1,C16H14BNO6S3,,,1475,46507812,,CHEMBL113381,ETP,1431,50115616
DB02859,122547-72-2,experimental,WPMGNXPRKGXGBO-OFQQMTDKSA-N,[H]\C1=C([H])/[C@@]([H])(OC)[C@]([H])(CCCC[C@]([H])(OC(=O)[C@@]([H])(C)[C@@]2(O)O[C@]([H])([C@@]([H])(C)[C@]([H])(O)[C@@]2([H])OC)[C@@]1([H])C)C1=CC=CC=C1)OC,C29H44O8,C11300,,5281897,46505293,9200,CHEMBL1235782,S1A,4943557,
DB02860,101932-71-2,experimental,FKAWLXNLHHIHLA-YCBIHMBMSA-N,[H][C@@]1(O[C@]2(C[C@@H](O)[C@H](C)[C@H](C\C=C\C3=COC(=N3)[C@@H](C)CCNC(=O)[C@@H](O)[C@@H](O)[C@H](COC)N(C)C)O2)C(C)(C)[C@H]1OP(O)(O)=O)[C@H](C[C@H](O)[C@H](C)[C@H](O)[C@H](C)\C=C(/C)\C(\C)=C\C=C\C(\C)=C/C#N)OC,C50H81N4O15P,C05370,,5311365,46506773,,CHEMBL430266,CYU,4470862,50110681
DB02861,,experimental,DEHMSTGBNAXEGX-UHFFFAOYSA-N,NS(=O)(=O)C1=CC=C(C=C1)C(=O)NCC1=CC(F)=C(F)C(F)=C1,C14H11F3N2O3S,,,446242,46506876,,,IOF,393651,12022
DB02862,,experimental,DLVNFMROYKHANV-FVCCEPFGSA-N,[H][C@]1(CO)N2C=C(N=C2[C@]([H])(O)[C@@]([H])(O)[C@]1([H])O)C1=CC=CC=C1,C14H16N2O4,,,5288604,46508718,,,IDD,4450732,
DB02864,,experimental,ISQGGWQAVOHBFX-BGSBWKAWSA-N,[H]\C(=C1\N\C(=C(\[H])C2=NC(=O)C(CCC(O)=O)=C2C)C(C=C)=C1C)C1=C(C=C)C(C)=C(N1)C(\[H])=C1/N=C(O)C(CCC(O)=O)=C1C,C33H34N4O6,,,5839041,46506860,,,BLV,16743877,
DB02865,,experimental,QWDBGVNDGYUIAC-QZABAPFNSA-N,N[C@H]1[C@H](O)O[C@H](CO)[C@@H](OP(O)(O)=O)[C@@H]1O,C6H14NO8P,,,448057,46509132,,,Z9M,394980,
DB02866,,experimental,TYNBFJJKZPTRKS-UHFFFAOYSA-N,CN(C)C1=C2C=CC=C(C2=CC=C1)S(N)(=O)=O,C12H14N2O2S,,,65077,46505185,,CHEMBL119489,MNS,58587,
DB02867,,experimental,HXXFSFRBOHSIMQ-QTVWNMPRSA-N,OC[C@H]1OC(OP(O)(O)=O)[C@@H](O)[C@@H](O)[C@@H]1O,C6H13O9P,C00636,,644175,46508602,35374,,M1P,559210,
DB02868,,experimental,NUXKIZBEPYVRKP-RWBWKAGLSA-N,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)(C[C@@]22OC(=O)N(CCCl)C2=O)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=CC=CC=C21)C(=O)OC,C46H56ClN5O7,,,157684,46504738,,,KAR,138752,
DB02869,,experimental,ZPXIQFOUPUVVPU-INIZCTEOSA-N,[H][C@](N)(CCC1=CC=CC=C1)C=CS(=O)(=O)C1=CC=CC=C1,C17H19NO2S,,,10086234,46507600,,,NFP,64873360,
DB02870,,experimental,LQFLWKPCQITJIH-UHFFFAOYSA-N,C=CCNC1=CC=CC=C1,C9H11N,,,68525,46508510,,CHEMBL1234871,NYL,61800,
DB02871,,experimental,QVVQIIIFHZDBDL-WPRPVWTQSA-N,[H][C@]1(CCCC)CC[S@](=O)C1,C8H16OS,,,9543528,46504507,,,SSB,7822479,
DB02872,,experimental,PVRYEWOXWGDQHA-URLMMPGGSA-N,[H][C@]1(N=C(N(C(=O)N2CCN(CCO)CC2)[C@]1([H])C1=CC=C(Br)C=C1)C1=C(OCC)C=C(OC)C=C1)C1=CC=C(Br)C=C1,C31H34Br2N4O4,,,5288631,46507913,,CHEMBL407632,IMZ,4450754,50392531
DB02873,,experimental,YAWZIQKDHQIHOS-UHFFFAOYSA-N,FC1=CC=C(C(F)=C1)C1=C2CNC(=O)N(C2=CC(=C1)N1CCNCC1)C1=C(Cl)C=CC=C1Cl,C24H20Cl2F2N4O,,,4630909,46509163,,CHEMBL94417,DQO,3821414,15241
DB02875,,experimental,JOGOACSSLJEREC-UHFFFAOYSA-N,NC(=[NH2+])C1=CC=C2NC(=NC2=C1)C1=CC(F)=CC=C1[O-],C14H11FN4O,,,10869340,46508382,,CHEMBL92277,802,20138882,50102777
DB02876,,experimental,ARSFRLAHCNFFCE-IBXIYJDRSA-N,[H]\C(=C(\[H])/C(/CS(=O)=O)=C(/NC1=C(C=O)C=C2C=CC=CN12)C(O)=O)C(O)=N,C16H15N3O6S,,,6399008,46505117,,,DVR,16743959,
DB02877,71441-28-6,experimental,FOIVPCKZDPCJJY-JQIJEIRASA-N,C\C(=C/C1=CC=C(C=C1)C(O)=O)C1=CC=C2C(=C1)C(C)(C)CCC2(C)C,C24H28O2,C15634,,5289501,46507753,75261,CHEMBL275311,TTB,4451454,50032219
DB02878,,experimental,QMRGRIXXWLVLTR-HTQZYQBOSA-N,[H][C@](CN)(CCC(O)=O)[C@]([H])(CCN)CC(O)=O,C10H20N2O4,,,5289108,46507445,,,PB1,4451137,
DB02879,,experimental,ORUZACWROKWTRH-DVKNGEFBSA-N,[H][C@]1(O)O[C@]([H])(CO)[C@@]([H])(O)[C@]([H])(OS(O)(=O)=O)[C@@]1([H])OS(O)(=O)=O,C6H12O12S2,,,447561,46507774,,,PDX,394615,
DB02880,,experimental,KFTNEILVDDUXGR-SECBINFHSA-N,[H][C@](C)(N=C(O)C1=C(O)C=CC(F)=C1)C1=CC=C(Br)C=C1,C15H13BrFNO2,,,5496910,46508661,,CHEMBL38912,BFS,4593573,50078284
DB02881,,experimental,NEMLLZAROZVCCE-UHFFFAOYSA-N,CC(C)C1=CC(SC2=CC=C(O)C(=C2)C(C)C)=CC=C1O,C18H22O2S,,,448797,46506070,,,178,395489,
DB02882,,experimental,CUWRVIIPSSUUDJ-UHFFFAOYSA-N,NCC1=C(N=CC=C(C2=CC=CC=C2)C2=CC=CC=C2)C2=CC=CC=C2N=N1,C24H20N4,,,6323416,46504850,,,MQ0,20482086,
DB02883,,experimental,RAJMXAZJKUGYGW-POYBYMJQSA-N,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](COP(O)(O)=O)O1,C9H14N3O6P,,,446696,46509107,,CHEMBL1232305,DOC,393986,50349537
DB02884,,experimental,ORQXBVXKBGUSBA-QMMMGPOBSA-N,N[C@@H](CC1CCCCC1)C(O)=O,C9H17NO2,,,712421,46509087,,CHEMBL383208,ALC,621428,50179725
DB02885,,experimental,YKFRUALXTUDSBW-UHFFFAOYSA-N,FC(F)(F)C1=NC(=N)C(=C)C=N1,C6H4F3N3,,,4635111,46507639,,,IFP,20111958,
DB02887,,experimental,ODSQODTUNULBHF-JGVFFNPUSA-N,CC1=CN([C@@H]2O[C@H](CO[P@@](O)(=O)O[P@](O)(=O)OP(O)(O)=O)C=C2)C(=O)NC1=O,C10H15N2O13P3,,,65355,46508611,,CHEMBL485652,D4T,58831,50370655
DB02888,,experimental,NBYCDVVSYOMFMS-VMPREFPWSA-N,COC1=CC(=CC(OC)=C1OC)C(F)(F)C(=O)N1CCCC[C@H]1C(=O)O[C@@H](CCCC1=CC=CC=C1)CCCC1=CN=CC=C1,C35H42F2N2O6,,,446414,46508860,39485,,1,393779,
DB02889,,experimental,SNMISNLUIRCRQE-SFSRYZOZSA-N,[H][C@]1(C)O[C@]([H])(O[C@]2([H])[C@@]([H])(CO)O[C@]([H])(O)[C@]([H])(O)[C@@]2([H])O)[C@]([H])(O)[C@@]([H])(O)[C@]1([H])N[C@@]1([H])C=C(CO)[C@@]([H])(O)[C@]([H])(O)[C@@]1([H])O,C19H33NO13,,,449164,46508293,,CHEMBL1230193,3SA,395771,
DB02890,,experimental,UDOBICLZEKUKCV-YXZULKJRSA-N,[H][C@]1(COP(O)(O)=O)O[C@@]([H])(N2C(O)=CC(O)=NC2=O)[C@]([H])(O)[C@]1([H])O,C9H13N2O10P,,,161647,46506460,,CHEMBL383923,BMP,141973,50199178
DB02891,41814-78-2,experimental; investigational,DQJCHOQLCLEDLL-UHFFFAOYSA-N,CC1=C2N3C=NN=C3SC2=CC=C1,C9H7N3S,C18492,,39040,46504734,81783,CHEMBL357021,BEA,35726,50182418
DB02892,,experimental,SGAIRWMSXVAPOO-LURJTMIESA-N,N[C@@H](CCCC(=C)C(O)=O)C(O)=O,C8H13NO4,,,445478,46508095,,,2NP,393109,
DB02893,348-67-4,approved; experimental; investigational,FFEARJCKVFRZRR-SCSAIBSYSA-N,CSCC[C@@H](N)C(O)=O,C5H11NO2S,C00855,,84815,46505884,57932,CHEMBL1234268,MED,76512,
DB02894,,experimental,GGOAQSGCBDRTHT-JAKMQLQISA-N,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OS(=O)(=O)O2,C9H15NO10S2,,,445393,46507400,,CHEMBL417656,SMS,393044,13057
DB02895,,experimental,HSVQDVSVQIMRSS-CDAZIORVSA-N,S\C=C\C[S@](=O)CC=C,C6H10OS2,,,9543424,46505601,,,AJ3,7822391,
DB02896,342-69-8,experimental,ZDRFDHHANOYUTE-IOSLPCCCSA-N,CSC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,C11H14N4O4S,,,9570,46505005,44081,CHEMBL388931,MTP,9195,50412071
DB02897,,experimental,LIPOUNRJVLNBCD-UHFFFAOYSA-N,CC(=O)OP(O)(O)=O,C2H5O5P,C00227,,186,46505844,15350,,UVW,181,
DB02898,,experimental,UYPMMHCTXQIWDX-RXMQYKEDSA-N,[H][C@]1(COC2=NC(=N)NC3=C2N=CN3)CCC(O)=N1,C10H12N6O2,,,445966,46504706,,CHEMBL271591,UN4,393444,5515
DB02899,,experimental,LWQBAQJPCYBWJQ-BYPYZUCNSA-N,[H][C@@](CCSC)(NC(O)=O)C(O)=O,C6H11NO4S,,,17753927,46508277,41696,,CXM,16743925,
DB02900,,experimental,NBSCHQHZLSJFNQ-PQMKYFCFSA-N,[H][C@]1(O)O[C@]([H])(COP(O)(O)=O)[C@@]([H])(O)[C@]([H])(O)[C@]1([H])O,C6H13O9P,,,447096,46506202,43896,CHEMBL402001,M6P,394282,
DB02901,521-18-6,illicit; investigational,NVKAWKQGWWIWPM-ABEVXSGRSA-N,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])CC(=O)CC[C@]12C,C19H30O2,C03917,D07456,10635,46506828,16330,CHEMBL27769,DHT,10189,18161
DB02902,,experimental,GACDQMDRPRGCTN-KQYNXXCUSA-N,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](COP(O)(=O)OS(O)(=O)=O)[C@@H](OP(O)(O)=O)[C@H]1O,C10H15N5O13P2S,C00053,,10214,46508242,17980,,PPS,9799,
